"","accession","Description","Protein.FDR.Confidence.Combined","Exp.q.value.Combined","Sum.PEP.Score","Coverage.in.Percent","Number.of.Peptides","Number.of.PSMs","Number.of.Unique.Peptides","B12_4_1_A","noB12_4_1_A","B12_12_3_A","noB12_12_3_A","pool2_A","B12_12_1_B","noB12_12_2_B","B12_4_2_B","noB12_4_2_B","B12_4_3_B","pool1_B","pool2_B"
"441","OEU13812.1","NAD(P)-binding protein [Fragilariopsis cylindrus CCMP1102]","High",0,16.923,5,3,6,3,13.5312540948874,13.909153984775,16.475522462654,12.5730555442014,14.7467126524596,19.6358909501504,14.9738696539231,18.8907467721184,25.1012666146631,24.0995056025552,11.4996301535797,18.0456767950667
"442","OEU19778.1","hypothetical protein FRACYDRAFT_224532 [Fragilariopsis cylindrus CCMP1102]","High",0,16.911,15,5,9,5,12.2402204556659,7.24799392319887,13.2705577110262,10.3413108212104,8.56529239519631,11.608787245428,19.0192336132154,6.98016010393644,11.4487747706484,14.6764371044746,6.19664952055609,10.9697799214242
"443","OEU18685.1","HAD-superfamily hydrolase [Fragilariopsis cylindrus CCMP1102]","High",0,16.891,13,6,9,6,43.2832554988326,40.0003149114913,15.1987395437851,11.0545770629007,39.1232225156924,40.8649005959284,39.3476010571454,42.446540526655,39.4465940742039,44.7385563579658,37.1308167710809,41.1749221230761
"444","OEU14563.1","SNF2_N-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0,16.857,3,6,11,5,8.2063489573081,8.89304832111597,5.44836892839505,3.35183658224529,3.85503821111224,3.83574493161616,6.85558376609106,4.63418683337851,4.82675572536611,5.09999027271762,2.94837210331368,4.77595118922201
"445","OEU07710.1","hypothetical protein FRACYDRAFT_250733 [Fragilariopsis cylindrus CCMP1102]","High",0,16.846,10,6,10,6,22.1374946213809,27.9234461750179,14.4364840508028,15.4695454111141,20.7350224738303,21.2887121800445,24.0001862689077,25.555260323838,17.663015458615,19.6797773341282,28.4716690278064,12.9257729777693
"447","OEU14477.1","hypothetical protein FRACYDRAFT_269591 [Fragilariopsis cylindrus CCMP1102]","High",0,16.833,16,3,4,3,6.7176454078043,6.63885250772288,3.10331614921635,6.64779339113019,4.67070671541331,6.20655967299087,2.71160126914986,7.40593204057923,6.71503216007692,5.05477590490315,5.80563249153745,3.52661779499203
"448","OEU17460.1","hypothetical protein FRACYDRAFT_168902 [Fragilariopsis cylindrus CCMP1102]","High",0,16.803,16,4,9,4,5.88617393735342,6.29874689996027,7.19726229358255,11.1952621214397,9.68858876647441,9.74834503700738,18.5519284648603,9.26168315206773,12.7112228649563,11.7958191465257,11.3075454114239,8.05932377173071
"449","OEU09432.1","clathrin adaptor, mu subunit [Fragilariopsis cylindrus CCMP1102]","High",0,16.791,13,6,12,6,24.2790567961631,21.2007934752858,28.7746727063625,25.8360656405254,23.7655259692111,26.9773419452512,29.602565444682,23.5287877123181,24.1070675674319,24.2227770988367,21.011887846815,26.5734421638457
"450","OEU13497.1","RNA or DNA helicase [Fragilariopsis cylindrus CCMP1102]","High",0,16.766,3,5,8,5,17.6085964267797,16.4161190685965,15.5777329785169,19.2585501384301,17.9258693781812,16.8375691367127,14.7532028748521,20.2597549627336,18.2716723610848,18.9009800906948,17.2489041257023,18.6272110586804
"451","OEU22027.1","hypothetical protein FRACYDRAFT_267129 [Fragilariopsis cylindrus CCMP1102]","High",0,16.738,14,6,9,6,44.0450985600516,33.5381108375828,42.3854069314712,38.8182819730183,44.2262300423156,30.2865378575624,111.178941405362,40.8919693377444,38.6272226126718,33.5193366768075,48.8003944825908,39.6383274378111
"454","OEU18802.1","3HCDH_N-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0,16.665,2,2,4,2,6.95409878937446,9.23687964767813,5.11488242054796,2.42051975503602,7.40648335070902,6.85569565964034,3.63953694931887,6.90230431679782,7.26030194077814,7.42831324934133,6.41007544310246,8.42144250344105
"455","OEU09052.1","putative chloroplast fructose-1,6-bisphosphatase [Fragilariopsis cylindrus CCMP1102]","High",0,16.63,12,5,13,4,9.09197836626147,11.0305759742449,9.29809633685948,7.63865224920686,8.31088986003253,9.10930982889728,26.4503094354847,12.6986396553509,11.3368445421476,12.61336794696,8.77165427740246,7.85226215654237
"456","OEU22576.1","glutathione synthetase ATP-binding domain-like protein [Fragilariopsis cylindrus CCMP1102]","High",0,16.623,8,7,15,6,9.37473544485444,13.3375107475382,10.5762655360556,7.88289752461482,8.98433908711063,7.26508023882805,5.5538930205852,8.47320036458619,8.66366008627008,6.5476479980141,9.24143549875094,8.73240393897959
"458","OEU20708.1","histidyl-tRNA synthetase [Fragilariopsis cylindrus CCMP1102]","High",0,16.564,8,4,8,4,15.1887614507435,13.3345230047386,17.9891253950744,24.4714081796173,18.1389955877039,14.2207655391687,25.571999686513,14.004837861751,14.5123721475522,19.3715159634091,19.2978294045923,16.9830128424948
"459","OEU12584.1","chromosome assembly protein [Fragilariopsis cylindrus CCMP1102]","High",0,16.521,5,7,12,7,5.71957467417667,10.6120408734888,27.244456393849,19.5371617245865,19.0426986956852,21.6306713302425,33.3240512494154,12.0851054596348,8.26982191724175,8.22605960783052,20.2061290253657,17.8828901714617
"460","OEU16275.1","hypothetical protein FRACYDRAFT_238865 [Fragilariopsis cylindrus CCMP1102]","High",0,16.443,15,7,10,7,28.8874188755312,26.3875425558636,23.5389011004224,20.6345186705304,21.0273927892835,22.444580356209,20.9997703790528,20.0947992914554,23.1525535150747,20.7986556930481,20.1799267565564,21.904084314869
"463","OEU19072.1","hypothetical protein FRACYDRAFT_237363 [Fragilariopsis cylindrus CCMP1102]","High",0,16.362,14,5,14,5,8.88126050169389,6.18849794074609,7.00979688884986,5.56076121994838,10.538899868569,11.6970982750088,11.9317696720878,12.4947080243652,9.87262352716633,10.5044437148725,10.8080640715186,10.2761735265019
"464","OEU08538.1","hypothetical protein FRACYDRAFT_174052, partial [Fragilariopsis cylindrus CCMP1102]","High",0,16.339,21,5,9,3,10.9445668658152,26.9013435541725,18.4432899448978,15.7626457939942,13.0011443429377,20.7957667124974,10.9655985129399,4.68483131763038,5.31840193652902,5.17041394305865,6.24505251061864,19.8490403019252
"465","OEU15157.1","putative cysteinyl-tRNA synthetase [Fragilariopsis cylindrus CCMP1102]","High",0,16.326,5,3,7,3,8.31757443743945,5.5520616125466,8.90215214881415,5.79619365566271,6.44931534662553,3.57854664201541,6.14006031018053,6.05283084183073,4.63176737190361,6.44162777055651,7.54470814234725,5.34685107440202
"466","OEU15501.1","ribosomal protein L13 [Fragilariopsis cylindrus CCMP1102]","High",0,16.296,25,6,13,6,22.0376800870246,19.0072972509304,10.3163756760495,9.71266309285553,15.7603498102412,17.2434754740746,16.4215043211939,18.1380508053341,17.5809022037548,17.9650707663076,14.9782268581949,16.5661161410664
"467","OEU16045.1","serine-tRNA ligase [Fragilariopsis cylindrus CCMP1102]","High",0,16.288,10,5,12,5,14.9989059116945,15.6172439524453,12.8093175971208,10.4461301833181,14.3262845690482,13.3736661468675,74.5761215388695,9.42521119836951,12.9222014337557,13.3361775500397,13.9511052872213,14.7189831855936
"470","OEU22562.1","hypothetical protein FRACYDRAFT_267314 [Fragilariopsis cylindrus CCMP1102]","High",0,16.238,14,4,8,4,4.45862841280721,6.09168081569705,8.35278991247604,7.52869981399257,6.17538372365269,5.57606602950349,4.04256273935922,2.21396200550329,3.52953203760181,5.62268656743028,5.86425714071689,6.49582971797303
"471","OEU21702.1","ribosomal protein S6e [Fragilariopsis cylindrus CCMP1102]","High",0,16.232,17,6,12,6,11.6504844891352,14.1518305084672,14.3426077924902,29.9043244237077,26.0438844137587,29.4547798068283,17.3895668760442,23.0225064086353,27.7843482909816,27.793061943474,25.6663272461791,26.4496876813047
"473","OEU19834.1","hypothetical protein FRACYDRAFT_182556, partial [Fragilariopsis cylindrus CCMP1102]","High",0,16.224,13,4,5,4,3.72656599776952,3.53067205664327,4.43775414295324,3.50809121818548,5.71567371173954,3.51187187170867,5.56718580114497,4.07379596383844,5.55831831782867,3.59182309164377,8.04797460725755,3.36099722505111
"476","OEU10267.1","hypothetical protein FRACYDRAFT_220386, partial [Fragilariopsis cylindrus CCMP1102]","High",0,16.188,12,2,3,2,9.80426289119442,6.12366456847871,8.63654954340934,8.46366358172985,5.30555426291695,6.84365420155062,4.55015005404591,8.95723529283187,6.70489714526459,5.94953821687564,5.41072033667505,5.20398811508041
"477","OEU19321.1","fucoxanthin chlorophyll a/c protein [Fragilariopsis cylindrus CCMP1102]","High",0,16.129,24,5,11,5,47.0553524812924,53.8310324152197,51.5809929931579,25.9404917386016,48.5949406638457,39.8654669875929,63.3123967293584,50.6914192365532,59.88577974668,56.1511119248203,51.1976759075699,46.0057806954327
"478","OEU16210.1","AAA_2-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0,16.104,6,6,13,6,17.6983803497749,10.7420203363583,24.0697364396679,19.1599082442282,18.7864252597381,19.7276941412319,18.2262351274663,18.6395480301585,15.8222604000052,15.6758328167058,19.1630815394344,18.4224653830266
"479","OEU21141.1","hypothetical protein FRACYDRAFT_259818 [Fragilariopsis cylindrus CCMP1102]","High",0,16.027,16,5,9,5,4.81302581732564,6.88819933884416,7.26535388600587,9.38625604140516,8.53588801642704,10.9356096447755,7.60673854626462,5.50497786113144,6.24290465821189,8.31285575582633,6.65318607445354,10.4486584339318
"480","OEU19858.1","cryptosporidium Parvum small Gtpase Rab1a [Fragilariopsis cylindrus CCMP1102]","High",0,15.981,26,5,15,4,5.62918845637103,3.01957741611091,4.53470592591594,6.66181366398942,6.26790114844247,5.04707635031842,10.3250978326178,5.31591470227371,6.70000791725096,4.28841250171899,7.75894089928612,4.76494325212992
"481","OEU10200.1","hypothetical protein FRACYDRAFT_264007 [Fragilariopsis cylindrus CCMP1102]","High",0,15.942,4,4,7,4,9.3558815082069,8.35110489294942,10.5224180046557,8.15032221714289,4.9193472922243,4.44861153894603,5.62012593590334,4.60156393243236,5.25836128528689,5.3601426864746,5.68794100275393,4.14615165250284
"482","OEU20286.1","alcohol dehydrogenase GroES domain protein [Fragilariopsis cylindrus CCMP1102]","High",0,15.923,7,2,5,2,26.2528892194612,26.5784241105344,32.5582471325345,21.5705901820676,30.3718747261043,8.34981315637271,40.6752878800286,40.0778795701131,35.9544862092179,42.1699178547998,8.10263791571012,52.9323170010888
"484","OEU22503.1","putative importin alpha subunit [Fragilariopsis cylindrus CCMP1102]","High",0,15.867,9,6,12,6,2.99686024307978,4.11510228790571,2.89361296792012,6.25449104226082,4.29953923510365,5.98941894295051,12.8457853185694,6.24550026954728,8.84427131705787,4.59433047048027,3.75821114947282,4.85119760247029
"485","OEU14263.1","ARM repeat-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0,15.848,4,6,10,6,6.46761520841271,5.46518607068405,9.05495148083862,13.0325587555435,7.55264702769369,7.8958543227091,10.5515621551025,6.17617682748925,4.74955140271436,3.97568552287769,7.7365671164587,7.37344678441198
"486","OEU15590.1","hypothetical protein FRACYDRAFT_209061 [Fragilariopsis cylindrus CCMP1102]","High",0,15.838,14,5,7,5,18.8753804117872,16.6277524661226,14.6362088884874,19.1056278552825,19.4958346209803,19.9789804928505,13.2444986265803,26.3321125584144,15.9986846552027,14.8609611994977,21.539664113058,17.4456243702387
"487","1783488176","ribosomal protein S7 (chloroplast) [Fragilariopsis cylindrus]","High",0,15.788,20,4,8,4,25.0938312498273,23.925472428337,17.2150955081458,12.4275800107651,16.3869995366876,4.78980715149775,10.1445106001783,13.3820789763451,12.4313297291994,15.3701476039607,8.28386704131046,24.600964864149
"488","OEU20711.1","amidophosphoribosyltransferase [Fragilariopsis cylindrus CCMP1102]","High",0,15.771,9,5,8,5,6.08222664028015,3.65697304052038,5.01436770034711,5.29465159640509,5.19816966874817,3.50045113698674,4.47260104563536,4.94894549044217,4.68599441486474,5.25595366666276,5.23408377144592,5.16657678868241
"489","OEU20811.1","pyruvate kinase [Fragilariopsis cylindrus CCMP1102]","High",0,15.737,9,5,11,5,18.4954170361934,18.7891795928692,20.6106753804448,20.0307507668237,17.3861898359666,20.9471577351873,21.3433067640391,17.8117169420906,23.3554724158439,20.607288126259,20.5733539025555,14.1771916502754
"490","OEU13868.1","hypothetical protein FRACYDRAFT_262419 [Fragilariopsis cylindrus CCMP1102]","High",0,15.714,4,4,10,4,2.83244632417846,1.90085036968324,2.37643055135326,3.80912924805285,3.39067700993694,3.56551659936106,2.1242025692611,2.39317124886056,2.2255509208255,5.57133056077322,3.48020217189647,3.30318846812507
"491","OEU09191.1","putative ascorbate peroxidase [Fragilariopsis cylindrus CCMP1102]","High",0,15.71,12,5,13,5,5.70942114185934,6.65485597440112,6.53064035755312,9.33500335248711,5.19344107172627,3.78565169112322,8.48011936003827,4.48896874870865,3.55388656873873,5.93681485980226,4.89596768187904,5.49917578504873
"492","OEU08770.1","hypothetical protein FRACYDRAFT_195871 [Fragilariopsis cylindrus CCMP1102]","High",0,15.669,10,3,9,3,12.8901830309284,10.4744088362976,18.0098660076769,12.8004167584839,5.04169283963022,4.64997248730079,5.43982484730688,2.69545829966389,2.72303026425883,3.09849770581512,5.57023448536947,4.51150110678813
"494","OEU11602.1","hypothetical protein FRACYDRAFT_270640 [Fragilariopsis cylindrus CCMP1102]","High",0,15.631,9,4,8,4,12.9083721313623,4.49063677606212,21.7476621402806,7.356059081417,17.3839607405421,15.8163978144261,20.7302112506605,21.2319014399252,14.6675626493268,11.0410852094304,16.5406592238901,18.2531118808441
"495","OEU17629.1","RRM_1-domain-containing protein, partial [Fragilariopsis cylindrus CCMP1102]","High",0,15.624,25,4,7,4,9.25331638723712,9.1696512437693,10.3128829891919,11.9335162084337,11.6184235845333,12.2923941318673,14.9633906828863,11.8184884786583,11.9446191987517,7.81517782237673,11.4307804910979,11.8188948256243
"498","OEU06361.1","hypothetical protein FRACYDRAFT_254796 [Fragilariopsis cylindrus CCMP1102]","High",0,15.587,3,5,8,5,4.06262233198938,4.11635899723581,2.82213423096979,3.20524982391784,4.31871295173682,7.33269107720408,9.33776584467531,2.99915793219816,2.54022066450856,3.98417684759006,4.86468453938742,3.77022494834015
"499","OEU08427.1","RNA polymerase II second largest subunit [Fragilariopsis cylindrus CCMP1102]","High",0,15.547,5,6,13,6,5.3964974180292,6.15136203801647,6.72761644382429,5.0891923806573,6.10677764760675,7.12305012193472,3.28540576831744,5.70633605751124,4.95670546294982,6.11017895486347,6.8965428293626,5.31324422078277
"500","OEU14860.1","homoserine kinase [Fragilariopsis cylindrus CCMP1102]","High",0,15.517,15,6,10,6,16.872031450818,16.3709691861694,20.8886857285376,28.2465011882578,21.9775612688229,18.5522070842242,28.4212723017486,23.7724261510279,24.2549534643895,23.4101792502129,24.3403724291067,19.6068612862295
"501","OEU06190.1","hypothetical protein FRACYDRAFT_136626, partial [Fragilariopsis cylindrus CCMP1102]","High",0,15.466,14,7,10,7,7.51799048837499,6.16649225905548,9.69880659865981,8.23805541508736,8.36427508960272,11.9587223924974,8.74378227376816,8.5739565798253,8.63165916715351,8.70993637131639,8.15754050814398,8.58109253029097
"503","OEU12826.1","hypothetical protein FRACYDRAFT_270483, partial [Fragilariopsis cylindrus CCMP1102]","High",0,15.441,9,4,7,4,5.45725343747418,13.6716849193317,7.87346225795724,8.29027128015003,7.25516846224166,5.49474335272546,9.01193002985136,7.97273168119968,7.11774033275523,7.35537436526943,6.65478909827719,7.86927536952306
"504","OEU16283.1","hypothetical protein FRACYDRAFT_275315 [Fragilariopsis cylindrus CCMP1102]","High",0,15.424,6,6,11,6,13.8756791641731,13.5851677435321,11.9309700655526,13.9221951603672,14.2567937355673,9.26299741520514,20.2894787656889,16.1716326224203,11.4259143557545,11.5903834780767,12.1192639834005,16.4326303287791
"505","OEU16892.1","pyruvate kinase [Fragilariopsis cylindrus CCMP1102]","High",0,15.416,7,4,9,4,11.7860807273562,8.35436574530124,11.455337867124,14.3070931001347,12.83809081997,12.9173511427944,6.40338556307134,3.37398282209531,3.23122485704471,14.2085162133326,15.254816401755,10.4044938387586
"508","OEU13266.1","hypothetical protein FRACYDRAFT_241601 [Fragilariopsis cylindrus CCMP1102]","High",0,15.214,14,4,7,4,7.43327081559344,9.54513923739114,11.8551652815233,9.42518474489539,8.65196085409172,10.8841997536775,9.44052730403753,6.92944767258948,9.63917707515543,8.10343336894644,10.9850526243288,6.29916508177387
"509","OEU07796.1","hypothetical protein FRACYDRAFT_271930 [Fragilariopsis cylindrus CCMP1102]","High",0,15.213,29,7,16,7,13.7965626406399,16.387206839952,15.6745028933757,18.6384713380582,16.0298940900418,16.1367344527627,22.4781432904617,20.1824338626496,16.0742214481348,19.4816474691694,14.3399655588163,17.7544526541784
"510","OEU22955.1","hypothetical protein FRACYDRAFT_233117 [Fragilariopsis cylindrus CCMP1102]","High",0,15.202,7,3,6,3,5.77380351870318,4.82732918533358,3.38653492744583,7.11341428402591,7.5532566451777,4.73059193173077,10.1459204913848,8.23559373959742,9.03549575079673,8.36620722114349,8.00830311005471,7.0997227961132
"512","OEU18543.1","TPR-like protein [Fragilariopsis cylindrus CCMP1102]","High",0,15.168,11,4,9,4,10.0918035083874,3.40270110922529,6.68045578989917,8.53577257167546,4.39703385629298,5.38227966841971,12.018021051979,4.75079124320587,5.36791937253372,15.1570866458227,3.88614652253611,4.91798033357376
"513","OEU12250.1","pyrroline-5-carboxylate reductase [Fragilariopsis cylindrus CCMP1102]","High",0,15.147,13,5,10,5,19.596714533481,26.8408115728567,21.4456949131911,26.6061273861816,20.9409102040252,26.303416931223,33.6032178876831,20.0343914090945,28.2679680401185,26.6683075857346,17.8322937985577,24.1054255619784
"514","1783488192","ribosomal protein S3 (chloroplast) [Fragilariopsis cylindrus]","High",0,15.108,23,6,13,6,8.56579111124823,7.25324082761607,7.84164232360136,13.5900634926206,9.51696962802656,8.02954120008198,8.18439464096552,10.8855615680296,8.28905289765821,7.72447973130451,10.1265585900323,8.90885778573279
"515","OEU11728.1","tryptophanyl-tRNA synthetase [Fragilariopsis cylindrus CCMP1102]","High",0,15.102,10,4,7,4,9.03061397529514,60.814184043639,7.54517412568209,11.4413379913677,45.0424508690571,48.8376704570831,49.371720126911,51.4745243036203,48.4693434710627,50.9901228485272,48.1811702594889,41.9077217837778
"516","OEU13987.1","isoleucyl-tRNA synthetase [Fragilariopsis cylindrus CCMP1102]","High",0,15.091,6,6,9,6,9.36355072111823,6.61591315208504,9.21335057746434,10.6351461713956,7.93473219538321,6.39108806749575,8.03529255356146,9.2080458669383,8.22058010650432,7.88898488745064,6.0499438831196,9.84906478869862
"517","OEU20380.1","putative glutathione reductase [Fragilariopsis cylindrus CCMP1102]","High",0,15.062,10,5,14,5,2.52106489373165,2.14738967069885,2.85785573141829,3.01221992664896,2.87283453656112,2.86134062689106,3.3473728890396,2.18241934763632,1.79250766838969,1.86230663990799,2.2850799336735,3.4701660709745
"518","OEU14107.1","hypothetical protein FRACYDRAFT_210104 [Fragilariopsis cylindrus CCMP1102]","High",0,15.059,5,5,11,5,10.5202245960336,9.89137176890798,8.08868737458911,9.01276621814774,10.8414432026552,11.8684023307765,11.050108562307,15.3763484080491,15.7947763941772,13.3618677772853,9.79961057428097,11.9055007652058
"519","OEU21377.1","hypothetical protein FRACYDRAFT_259880 [Fragilariopsis cylindrus CCMP1102]","High",0,15.026,9,5,7,4,5.94276760801552,2.88556711915691,9.89157863563656,13.7621382097865,10.2708285053515,6.59050629696746,11.7791377647142,2.76471335671306,10.2020050205812,5.61712138327389,8.84511509706092,11.7227876751569
"520","OEU16588.1","hypothetical protein FRACYDRAFT_208360 [Fragilariopsis cylindrus CCMP1102]","High",0,15.026,8,4,8,4,10.4874302182959,6.36684618981278,13.5498289343849,16.9901676644205,12.4438781134808,8.29106184179128,20.2717374935189,11.5194518543318,11.7000406805818,8.90380682688702,10.6519850869291,14.2683333744881
"521","OEU10242.1","acetyl-CoA synthetase-like protein [Fragilariopsis cylindrus CCMP1102]","High",0,15.017,9,5,9,5,7.54510502821406,9.54833007721594,13.092477686035,13.4894523434472,9.5805058532009,8.69904815663495,14.0777455152989,8.2008496084852,9.59600318067281,8.33091206091651,9.98645671004121,9.17849943726644
"522","OEU20073.1","hypothetical protein FRACYDRAFT_206783 [Fragilariopsis cylindrus CCMP1102]","High",0,15.002,20,6,18,6,19.6929005458233,19.7253416529165,19.3081119060339,15.1485036825026,15.0186419725903,14.7021680956641,18.0481634933157,18.8921810515594,18.9527334356355,18.4003894792144,15.082060335478,14.9681858995695
"523","OEU18913.1","mitochondrial NAD(P) transhydrogenase [Fragilariopsis cylindrus CCMP1102]","High",0,14.996,6,7,11,7,5.41259095370522,10.1065672395936,9.66831713565248,6.40548325081735,7.01589694254682,5.04489255034741,13.6252048841579,9.97026265086005,6.38189005565631,12.6127087655593,6.565573513751,7.47795408866087
"524","OEU14009.1","hypothetical protein FRACYDRAFT_262468 [Fragilariopsis cylindrus CCMP1102]","High",0,14.984,4,4,10,4,3.38385772058356,5.28986515817472,2.72000866848424,12.3141348983411,2.22791961283661,2.36869315872972,5.08024636320008,2.53865464933582,4.05206765955604,2.96966174260513,1.51026845192965,2.95609572181383
"526","OEU15135.1","3-phosphoshikimate 1-carboxyvinyltransferase [Fragilariopsis cylindrus CCMP1102]","High",0,14.956,11,5,8,5,20.2467304714747,15.4019455191368,14.7831860105463,17.314749846828,16.4197121123491,8.99524982176402,16.9159144917122,18.6378175521255,10.1943832400068,19.8000764841368,16.6772560821787,16.1741129002075
"527","OEU13683.1","P-loop containing nucleoside triphosphate hydrolase protein [Fragilariopsis cylindrus CCMP1102]","High",0,14.938,9,6,10,6,16.6514755550526,18.4383863767398,20.4489544150139,16.8117175709314,15.6740514045409,12.4818232031464,22.8600712848092,17.6498332316316,16.1352446463433,16.4953728354186,15.0920636914894,16.2772358359811
"528","OEU08855.1","26S proteasome subunit P45 [Fragilariopsis cylindrus CCMP1102]","High",0,14.869,10,4,7,4,8.03708145327083,5.99970366981914,7.66209712675388,7.77477900770678,9.81024220639913,11.944372918247,8.00551625574041,8.26758425884922,11.3230837062491,10.2120618808155,11.2714711341502,8.34068213230111
"529","OEU16137.1","hypothetical protein FRACYDRAFT_275260 [Fragilariopsis cylindrus CCMP1102]","High",0,14.834,10,6,13,6,13.4660018311294,12.7988189843646,11.6587471408543,12.8668728441322,11.1107298479894,15.4775536263543,14.4461589071355,13.274218508637,12.7523822285639,12.8984495602448,9.44200760342393,12.809339835501
"530","OEU08249.1","hypothetical protein FRACYDRAFT_212859 [Fragilariopsis cylindrus CCMP1102]","High",0,14.821,10,4,12,4,16.6711135100251,15.4310698663384,18.4812729654105,14.6671642904823,12.5468081211925,16.4109463438069,18.1401570980826,8.89673974308659,18.4950471369826,12.7820862414599,13.3074866687749,11.7885854644857
"532","OEU08720.1","hypothetical protein FRACYDRAFT_264519 [Fragilariopsis cylindrus CCMP1102]","High",0,14.806,10,4,7,4,6.21608179555684,10.9144496042015,4.58625470178096,4.79763093542824,10.0091877070935,6.60075548658646,8.28699350120575,9.56322498986472,2.31530034336901,2.36011554345384,12.198134364978,7.80348167761397
"533","OEU13945.1","hypothetical protein FRACYDRAFT_269966 [Fragilariopsis cylindrus CCMP1102]","High",0,14.769,11,4,9,3,4.44311787945744,5.42638212548535,4.34031836138719,5.54572496048617,5.99921734427569,5.84927077392042,3.31654792574638,5.88903722063244,8.15818983666095,7.01388952207438,6.34914811092573,5.6506239529122
"534","OEU09516.1","hypothetical protein FRACYDRAFT_271363 [Fragilariopsis cylindrus CCMP1102]","High",0,14.763,20,5,12,5,13.8563032906902,16.0452363897204,12.2895678203705,11.4445215951794,10.2157918265707,11.0063631244559,10.1167966266856,12.7521633503051,10.9920549929678,10.2741856245034,10.6470870347114,9.78872124308895
"535","OEU12645.1","hypothetical protein FRACYDRAFT_243901 [Fragilariopsis cylindrus CCMP1102]","High",0,14.743,5,5,9,5,31.0109633788187,22.8735842975812,37.9954463533645,46.3656171707888,31.2732918312725,32.380497596401,44.2886684052942,32.5030307033807,34.8557641039299,29.9447209341214,32.04336233246,30.5226641212591
"536","OEU09288.1","phosphoserine aminotransferase [Fragilariopsis cylindrus CCMP1102]","High",0,14.724,12,5,9,5,10.1866011411136,8.4598127843661,12.6234474905435,10.6236835101086,9.74584945844227,6.13788323260999,10.8945133111298,6.03755177813367,8.37048968575567,5.98899206249529,13.2473805861977,6.21178889771085
"537","OEU18713.1","Sec1-like protein [Fragilariopsis cylindrus CCMP1102]","High",0,14.72,8,5,6,5,8.47579620035699,14.24721783659,8.05839285962964,6.55225109216894,7.76310289246051,7.17345436847801,3.78890267226989,7.0066345622009,7.31382718669005,9.58159623631107,5.34933095036548,10.2125209924254
"540","OEU12937.1","putative bifunctional dTDP-4-dehydrorhamnose 3,5-epimerase/dTDP-4-dehydrorhamnose reductase [Fragilariopsis cylindrus CCMP1102]","High",0,14.706,14,5,14,5,5.86714806126521,10.4106394839638,9.12506806838745,9.06835230803785,5.12001939111686,7.92183857639375,4.82883221323989,4.70146257448695,7.04543482437831,7.24932523660046,5.67712695462852,4.5609952828708
"541","OEU17152.1","hypothetical protein FRACYDRAFT_260741 [Fragilariopsis cylindrus CCMP1102]","High",0,14.703,4,1,4,1,3.41855760488548,2.31578111296711,4.82409302477289,2.06328761407319,3.37614883563544,4.20184056518494,5.5935824575617,6.27267231053931,4.42790254203992,7.55767171310782,3.65934992730175,3.09267965501912
"542","OEU20864.1","anthranilate synthase [Fragilariopsis cylindrus CCMP1102]","High",0,14.695,7,6,7,6,12.0051741815065,15.2879401219222,11.0836287559763,7.78215311802567,11.6564201641681,10.7873911592067,8.63947434762404,10.1046028266452,10.8620093213565,14.5942540383139,12.7450867189074,10.5655160057822
"543","OEU19453.1","CSD-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0,14.688,13,2,5,2,17.5355614316305,17.5652576381932,18.3446304994518,20.7729758715838,17.5940092375604,12.0214392342626,28.1537847625984,13.2161022869349,18.8781036264108,12.4364423396762,18.9662626023237,16.2215843127935
"544","OEU14995.1","hypothetical protein FRACYDRAFT_239676 [Fragilariopsis cylindrus CCMP1102]","High",0,14.664,9,4,8,4,13.8987161531901,17.7103803561529,11.5993964111901,9.03309026913668,9.3758854016953,26.0956904701001,24.8186733033335,12.9582271836669,11.0379245953909,13.5260446587924,9.46528973451943,9.29398385036175
"546","OEU12217.1","inorganic pyrophosphatase [Fragilariopsis cylindrus CCMP1102]","High",0,14.576,12,3,4,3,7.7547652173738,6.91209449218866,8.14112241650851,7.18486677578269,8.98537640129286,5.13072747602905,12.8905286226082,10.1836289429356,5.53398220350726,5.09760400761876,7.24365821212618,10.7559054410071
"548","OEU16766.1","hypothetical protein FRACYDRAFT_185617 [Fragilariopsis cylindrus CCMP1102]","High",0,14.545,9,5,7,5,12.5969060196453,14.1646353250269,16.8168369272824,14.4761592275737,12.9317133669199,11.9923812166759,13.8950463158156,12.2820826809967,12.0800394749015,11.7014731618719,13.0929290320076,12.7803974710257
"549","OEU17422.1","ribosomal protein S28e, partial [Fragilariopsis cylindrus CCMP1102]","High",0,14.543,38,2,12,2,4.75416636375851,2.98607955301486,3.63951295733649,6.25420908916792,3.24890293489668,3.61489435683731,4.09187801155572,3.13398833710906,0.541529256051448,1.23239699501753,4.0797106913409,2.4112319924965
"551","OEU18271.1","hypothetical protein FRACYDRAFT_260330 [Fragilariopsis cylindrus CCMP1102]","High",0,14.53,4,4,7,4,4.37773815233782,3.36328965811157,3.10786791301974,4.5830116579847,4.57285898182029,2.99054172508094,4.76935033574133,5.63573666853643,6.96120138374765,6.19567496756591,4.54688062755457,4.60331989558185
