Name
fcy:FRACYDRAFT_135771 K02320 DNA polymerase alpha subunit A [EC:2.7.7.7] | (GenBank) DNA_pol_B-domain-containing protein 
fcy:FRACYDRAFT_155164 K22139 mitochondrial pyruvate carrier 2 | (GenBank) UPF0041-domain-containing protein 
fcy:FRACYDRAFT_155174 K02884 large subunit ribosomal protein L19 | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155184 no KO assigned | (GenBank) Pex19 protein 
fcy:FRACYDRAFT_155192 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155194 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155215 no KO assigned | (GenBank) ankyrin 
fcy:FRACYDRAFT_155230 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155232 no KO assigned | (GenBank) Bromodomain-containing protein 
fcy:FRACYDRAFT_155241 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155258 no KO assigned | (GenBank) Bromodomain-containing protein 
fcy:FRACYDRAFT_155271 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155277 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155280 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155286 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155289 no KO assigned | (GenBank) heat shock protein DnaJ 
fcy:FRACYDRAFT_155292 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155310 no KO assigned | (GenBank) winged helix DNA-binding domain-containing protein 
fcy:FRACYDRAFT_155313 no KO assigned | (GenBank) winged helix DNA-binding domain-containing protein 
fcy:FRACYDRAFT_155321 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155328 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155332 no KO assigned | (GenBank) 3Fe-4S ferredoxin 
fcy:FRACYDRAFT_155361 no KO assigned | (GenBank) RNA-binding region RNP-1 
fcy:FRACYDRAFT_155366 no KO assigned | (GenBank) RCC1/BLIP-II protein 
fcy:FRACYDRAFT_155369 no KO assigned | (GenBank) S-adenosylmethionine decarboxylase 
fcy:FRACYDRAFT_155370 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155374 no KO assigned | (GenBank) S-adenosylmethionine decarboxylase 
fcy:FRACYDRAFT_155384 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155391 no KO assigned | (GenBank) flavo protein 
fcy:FRACYDRAFT_155392 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155400 no KO assigned | (GenBank) RNA-binding domain-containing protein 
fcy:FRACYDRAFT_155413 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155433 no KO assigned | (GenBank) RNA-binding domain-containing protein 
fcy:FRACYDRAFT_155444 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155490 no KO assigned | (GenBank) Arf GTPase activating protein 
fcy:FRACYDRAFT_155496 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155497 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155499 no KO assigned | (GenBank) FBP 11 protein 
fcy:FRACYDRAFT_155506 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155512 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155514 no KO assigned | (GenBank) CRAL/TRIO domain-containing protein 
fcy:FRACYDRAFT_155516 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155541 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155552 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155556 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155559 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155564 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155565 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155567 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155576 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155578 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155584 no KO assigned | (GenBank) kinase-like protein 
fcy:FRACYDRAFT_155585 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155590 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155591 no KO assigned | (GenBank) heat shock protein DnaJ 
fcy:FRACYDRAFT_155592 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155596 no KO assigned | (GenBank) J-domain DnaJ subfamily B Member 12-like protein 
fcy:FRACYDRAFT_155597 no KO assigned | (GenBank) heat shock protein DnaJ 
fcy:FRACYDRAFT_155625 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155626 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155634 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155635 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155646 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155647 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155648 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155665 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_155670 no KO assigned | (GenBank) Arf GTPase activating protein 
fcy:FRACYDRAFT_156127 no KO assigned | (GenBank) ABC2_membrane-domain-containing protein 
fcy:FRACYDRAFT_156300 K00624 carnitine O-acetyltransferase [EC:2.3.1.7] | (GenBank) acyltransferase ChoActase/COT/CPT 
fcy:FRACYDRAFT_156307 K12599 antiviral helicase SKI2 [EC:3.6.4.-] | (GenBank) antiviral helicase 
fcy:FRACYDRAFT_156363 K10357 myosin V | (GenBank) myosin Va 
fcy:FRACYDRAFT_156423 K14556 U3 small nucleolar RNA-associated protein 12 | (GenBank) WD40 repeat-like protein 
fcy:FRACYDRAFT_156451 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_156475 K01201 glucosylceramidase [EC:3.2.1.45] | (GenBank) glycoside hydrolase 
fcy:FRACYDRAFT_156478 K09272 structure-specific recognition protein 1 | (GenBank) SSrecog-domain-containing protein 
fcy:FRACYDRAFT_156509 no KO assigned | (GenBank) SNF2_N-domain-containing protein 
fcy:FRACYDRAFT_156515 no KO assigned | (GenBank) P-loop containing nucleoside triphosphate hydrolase protein 
fcy:FRACYDRAFT_156569 K10738 DNA helicase MCM9 [EC:3.6.4.12] | (GenBank) MCM-domain-containing protein 
fcy:FRACYDRAFT_156624 K06027 vesicle-fusing ATPase [EC:3.6.4.6] | (GenBank) AAA-domain-containing protein 
fcy:FRACYDRAFT_156631 no KO assigned | (GenBank) carbohydrate phosphatase 
fcy:FRACYDRAFT_156651 no KO assigned | (GenBank) UvrD; P-loop containing nucleoside triphosphate hydrolase protein 
fcy:FRACYDRAFT_156676 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_156777 K23887 uric acid-xanthine permease | (GenBank) Xan_ur_permease-domain-containing protein 
fcy:FRACYDRAFT_156854 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_156905 no KO assigned | (GenBank) Na_H_Exchanger-domain-containing protein 
"fcy:FRACYDRAFT_156935 K03321 sulfate permease, SulP family | (GenBank) hypothetical protein "
fcy:FRACYDRAFT_156946 no KO assigned | (GenBank) DnaJ-domain-containing protein 
fcy:FRACYDRAFT_156994 no KO assigned | (GenBank) Peptidase_S49-domain-containing protein 
fcy:FRACYDRAFT_156996 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_156997 K12396 AP-3 complex subunit delta | (GenBank) ARM repeat-containing protein 
fcy:FRACYDRAFT_157068 K05286 GPI mannosyltransferase 3 [EC:2.4.1.-] | (GenBank) MT1; putative alpha-mannosyltransferase 
fcy:FRACYDRAFT_157073 K11644 paired amphipathic helix protein Sin3a | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_157083 K01137 N-acetylglucosamine-6-sulfatase [EC:3.1.6.14] | (GenBank) GNS1_1; putative N-acetylglucosamin 
fcy:FRACYDRAFT_157093 K01649 2-isopropylmalate synthase [EC:2.3.3.13] | (GenBank) 2-isopropylmalate synthase 
fcy:FRACYDRAFT_157103 no KO assigned | (GenBank) Na_H_Exchanger-domain-containing protein 
fcy:FRACYDRAFT_157110 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_157120 no KO assigned | (GenBank) ABC1-domain-containing protein 
fcy:FRACYDRAFT_157151 K08869 aarF domain-containing kinase | (GenBank) ABC1-domain-containing protein 
fcy:FRACYDRAFT_157186 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_157190 K01254 leukotriene-A4 hydrolase [EC:3.3.2.6] | (GenBank) leukotriene A-4 hydrolase 
fcy:FRACYDRAFT_157197 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_157212 K11547 kinetochore protein NDC80 | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_157220 no KO assigned | (GenBank) Pkinase-domain-containing protein 
fcy:FRACYDRAFT_157228 K08735 DNA mismatch repair protein MSH2 | (GenBank) MSH2_a; MutS_V-domain-containing protein 
fcy:FRACYDRAFT_157236 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_157247 K14442 ATP-dependent RNA helicase DHX36 [EC:3.6.4.13] | (GenBank) P-loop containing nucleoside triph 
fcy:FRACYDRAFT_157255 no KO assigned | (GenBank) SIT_1; silicon transporter 
fcy:FRACYDRAFT_157335 no KO assigned | (GenBank) P-loop containing nucleoside triphosphate hydrolase protein 
fcy:FRACYDRAFT_157361 K11654 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 
fcy:FRACYDRAFT_157376 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_157379 no KO assigned | (GenBank) Sulfate_transp-domain-containing protein 
fcy:FRACYDRAFT_157382 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_157498 K01551 arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-] | (GenBank) anion-tra 
fcy:FRACYDRAFT_157499 K00993 ethanolaminephosphotransferase [EC:2.7.8.1] | (GenBank) Choline/ethanolaminephosphotransferas 
fcy:FRACYDRAFT_157509 no KO assigned | (GenBank) PLP-dependent transferase 
fcy:FRACYDRAFT_157514 K13100 pre-mRNA-splicing factor CWC22 | (GenBank) MIF4G-domain-containing protein 
fcy:FRACYDRAFT_157516 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_157568 K14376 poly(A) polymerase [EC:2.7.7.19] | (GenBank) PAP_central-domain-containing protein 
fcy:FRACYDRAFT_157585 K01858 myo-inositol-1-phosphate synthase [EC:5.5.1.4] | (GenBank) INPS2; NAD(P)-binding protein 
fcy:FRACYDRAFT_157620 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_157672 no KO assigned | (GenBank) DUF285-domain-containing protein 
fcy:FRACYDRAFT_157701 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_157741 no KO assigned | (GenBank) MFS general substrate transporter 
fcy:FRACYDRAFT_157785 K03377 N-acetylneuraminate 9-O-acetyltransferase [EC:2.3.1.45] | (GenBank) Cas1p-domain-containing p 
"fcy:FRACYDRAFT_157804 K15277 solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3 | (G "
fcy:FRACYDRAFT_157815 K00981 phosphatidate cytidylyltransferase [EC:2.7.7.41] | (GenBank) phosphatidate cytidylyltransfera 
fcy:FRACYDRAFT_157893 no KO assigned | (GenBank) cysteine synthase 
fcy:FRACYDRAFT_157897 K13998 dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45] | (GenBank) Thymidylat_s 
fcy:FRACYDRAFT_157927 K04345 protein kinase A [EC:2.7.11.11] | (GenBank) kinase domain-containing protein 
fcy:FRACYDRAFT_157933 K10899 ATP-dependent DNA helicase Q1 [EC:3.6.4.12] | (GenBank) DHC1; ATP-dependent DNA helicase 
fcy:FRACYDRAFT_157950 K01580 glutamate decarboxylase [EC:4.1.1.15] | (GenBank) PLP-dependent transferase 
fcy:FRACYDRAFT_157973 K00816 kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenyl 
fcy:FRACYDRAFT_158007 K06119 sulfoquinovosyltransferase [EC:2.4.1.-] | (GenBank) GT1; putative UDP-glycosyltransferase 
fcy:FRACYDRAFT_158033 K03667 ATP-dependent HslUV protease ATP-binding subunit HslU | (GenBank) ATP-dependent hsl protease  
fcy:FRACYDRAFT_158036 K01669 deoxyribodipyrimidine photo-lyase [EC:4.1.99.3] | (GenBank) CPD3a; FAD_binding_7-domain-conta 
fcy:FRACYDRAFT_158055 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158081 no KO assigned | (GenBank) P-loop containing nucleoside triphosphate hydrolase protein 
fcy:FRACYDRAFT_158094 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158103 K05290 GPI-anchor transamidase subunit K | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158111 K11976 E3 ubiquitin-protein ligase RNF216 [EC:2.3.2.31] | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158135 K04371 mitogen-activated protein kinase 1/3 [EC:2.7.11.24] | (GenBank) hCDK7; Pkinase-domain-contain 
fcy:FRACYDRAFT_158140 no KO assigned | (GenBank) P-loop containing nucleoside triphosphate hydrolase protein 
fcy:FRACYDRAFT_158150 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158185 K11594 ATP-dependent RNA helicase DDX3X [EC:3.6.4.13] | (GenBank) DEAD-domain-containing protein 
fcy:FRACYDRAFT_158204 no KO assigned | (GenBank) alanine racemase C-terminal domain-like protein 
fcy:FRACYDRAFT_158253 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158305 K11498 centromeric protein E | (GenBank) kinesin-domain-containing protein 
fcy:FRACYDRAFT_158323 no KO assigned | (GenBank) cobW-domain-containing protein 
"fcy:FRACYDRAFT_158330 K03327 multidrug resistance protein, MATE family | (GenBank) mate-domain-containing protein "
fcy:FRACYDRAFT_158338 no KO assigned | (GenBank) ClpP/crotonase 
fcy:FRACYDRAFT_158351 K12829 splicing factor 3B subunit 2 | (GenBank) DUF382-domain-containing protein 
fcy:FRACYDRAFT_158405 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158419 no KO assigned | (GenBank) CBS-domain-containing protein 
fcy:FRACYDRAFT_158432 no KO assigned | (GenBank) MFS general substrate transporter 
fcy:FRACYDRAFT_158448 no KO assigned | (GenBank) DUF819-domain-containing protein 
fcy:FRACYDRAFT_158469 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158488 K19469 mRNA N6-methyladenine demethylase [EC:1.14.11.53] | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158493 no KO assigned | (GenBank) MoCF_biosynth-domain-containing protein 
fcy:FRACYDRAFT_158501 K11968 ariadne-1 [EC:2.3.2.31] | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158516 K07240 chromate transporter | (GenBank) chromate transporter 
fcy:FRACYDRAFT_158539 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158548 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158572 no KO assigned | (GenBank) hypothetical protein 
"fcy:FRACYDRAFT_158588 K03843 alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257] | (GenBank) UDP-Glycosyltran "
fcy:FRACYDRAFT_158614 K14209 solute carrier family 36 (proton-coupled amino acid transporter) | (GenBank) Aa_trans-domain- 
fcy:FRACYDRAFT_158707 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158710 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158729 K03797 carboxyl-terminal processing protease [EC:3.4.21.102] | (GenBank) ClpP/crotonase 
fcy:FRACYDRAFT_158735 no KO assigned | (GenBank) DUF285-domain-containing protein 
fcy:FRACYDRAFT_158755 no KO assigned | (GenBank) peptidase M50 
fcy:FRACYDRAFT_158782 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158788 K00630 glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15] | (GenBank) acyltransferase 
fcy:FRACYDRAFT_158811 K11833 ubiquitin carboxyl-terminal hydrolase 2 [EC:3.4.19.12] | (GenBank) cysteine proteinase 
fcy:FRACYDRAFT_158842 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158848 K05544 tRNA-dihydrouridine synthase 3 [EC:1.3.1.89] | (GenBank) FMN-linked oxidoreductase 
fcy:FRACYDRAFT_158857 K03131 transcription initiation factor TFIID subunit 6 | (GenBank) DUF1546-domain-containing protein 
fcy:FRACYDRAFT_158882 no KO assigned | (GenBank) alpha/beta-hydrolase 
fcy:FRACYDRAFT_158903 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_158929 no KO assigned | (GenBank) NAD(P)-binding protein 
fcy:FRACYDRAFT_158936 no KO assigned | (GenBank) ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase 
fcy:FRACYDRAFT_158950 K00787 farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10] | (GenBank) terpenoid synthase 
fcy:FRACYDRAFT_158972 no KO assigned | (GenBank) L domain-like protein 
fcy:FRACYDRAFT_158979 K11498 centromeric protein E | (GenBank) kinesin-domain-containing protein 
fcy:FRACYDRAFT_159003 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159041 K21971 methyltransferase NSUN6 [EC:2.1.1.-] | (GenBank) S-adenosyl-L-methionine-dependent methyltran 
fcy:FRACYDRAFT_159056 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159070 no KO assigned | (GenBank) kinase-like protein 
fcy:FRACYDRAFT_159082 no KO assigned | (GenBank) beach-domain-containing protein 
fcy:FRACYDRAFT_159090 K01923 phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6] | (GenBank) phosphoribo 
fcy:FRACYDRAFT_159095 K18798 peroxisome-assembly ATPase [EC:3.6.4.7] | (GenBank) AFG1-like ATPase 
fcy:FRACYDRAFT_159109 no KO assigned | (GenBank) P-loop containing nucleoside triphosphate hydrolase protein 
"fcy:FRACYDRAFT_159148 K14724 solute carrier family 9 (sodium/hydrogen exchanger), member 8 | (GenBank) Sodium/hydrogen exc "
fcy:FRACYDRAFT_159161 no KO assigned | (GenBank) Queuosine biosynthesis protein 
fcy:FRACYDRAFT_159197 no KO assigned | (GenBank) alpha/beta-hydrolase 
fcy:FRACYDRAFT_159215 no KO assigned | (GenBank) nucleotide-binding domain-containing protein 
fcy:FRACYDRAFT_159229 no KO assigned | (GenBank) PIPK1; histone H3 K4-specific methyltransferase SET7/9 N-terminal domain- 
fcy:FRACYDRAFT_159262 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159267 K08828 intestinal cell (MAK-like) kinase [EC:2.7.11.22] | (GenBank) kinase-like protein 
fcy:FRACYDRAFT_159298 no KO assigned | (GenBank) DEAD-domain-containing protein 
fcy:FRACYDRAFT_159321 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159335 no KO assigned | (GenBank) kinase-like protein 
fcy:FRACYDRAFT_159340 no KO assigned | (GenBank) ATPase 
fcy:FRACYDRAFT_159343 K10393 kinesin family member 2/24 | (GenBank) kinesin-domain-containing protein 
fcy:FRACYDRAFT_159364 no KO assigned | (GenBank) DUF453-domain-containing protein 
fcy:FRACYDRAFT_159386 K03256 tRNA (adenine58-N1)-methyltransferase non-catalytic subunit | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159392 no KO assigned | (GenBank) cysteine proteinase 
fcy:FRACYDRAFT_159423 K08794 calcium/calmodulin-dependent protein kinase I [EC:2.7.11.17] | (GenBank) kinase-like protein 
fcy:FRACYDRAFT_159425 K15429 tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228] | (GenBank) Met_10-domain-containing pro 
fcy:FRACYDRAFT_159442 K01772 protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9] | (GenBank) ferrochelatas 
fcy:FRACYDRAFT_159451 K22390 acid phosphatase type 7 | (GenBank) Metallo-dependent phosphatase 
"fcy:FRACYDRAFT_159472 K01409 N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234] | (GenBank) peptidase M22, glycoproteas "
fcy:FRACYDRAFT_159507 K00784 ribonuclease Z [EC:3.1.26.11] | (GenBank) Metallo-hydrolase/oxidoreductase 
fcy:FRACYDRAFT_159508 K11165 dehydrogenase/reductase SDR family member 7 [EC:1.1.-.-] | (GenBank) NAD(P)-binding protein 
fcy:FRACYDRAFT_159540 K05956 geranylgeranyl transferase type-2 subunit beta [EC:2.5.1.60] | (GenBank) geranylgeranyl trans 
fcy:FRACYDRAFT_159551 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159582 K07019 uncharacterized protein | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159587 no KO assigned | (GenBank) ACL1 AtACS-like ACC synthase 
fcy:FRACYDRAFT_159607 K18798 peroxisome-assembly ATPase [EC:3.6.4.7] | (GenBank) AFG1-family ATPase 
fcy:FRACYDRAFT_159611 K03097 casein kinase II subunit alpha [EC:2.7.11.1] | (GenBank) kinase-like protein 
fcy:FRACYDRAFT_159626 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159628 K00295 methylenetetrahydrofolate dehydrogenase (NAD+) [EC:1.5.1.15] | (GenBank) NAD(P)-binding prote 
fcy:FRACYDRAFT_159636 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159653 K05955 protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha [EC:2.5.1.58 2.5.1 
fcy:FRACYDRAFT_159656 no KO assigned | (GenBank) Rhodanese-like protein 
fcy:FRACYDRAFT_159664 K00218 protochlorophyllide reductase [EC:1.3.1.33] | (GenBank) NAD(P)-binding protein 
fcy:FRACYDRAFT_159665 no KO assigned | (GenBank) Band_7-domain-containing protein 
fcy:FRACYDRAFT_159677 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159680 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159684 K19801 phosphatidylinositol 4-kinase B [EC:2.7.1.67] | (GenBank) phophatdylinositol 4-kinase 
fcy:FRACYDRAFT_159704 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159706 K00852 ribokinase [EC:2.7.1.15] | (GenBank) Ribokinase-like protein 
fcy:FRACYDRAFT_159729 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159735 K00226 dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1] | (GenBank) Dihydroorotate dehydrogenas 
fcy:FRACYDRAFT_159750 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159768 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159776 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159779 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159831 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159838 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159865 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159876 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_159918 no KO assigned | (GenBank) Arginase/deacetylase 
fcy:FRACYDRAFT_159922 K09503 DnaJ homolog subfamily A member 2 | (GenBank) DnaJ-domain-containing protein 
fcy:FRACYDRAFT_159940 no KO assigned | (GenBank) HSP70_1_a; putative heat shock protein 70 
fcy:FRACYDRAFT_159942 K13238 Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8] | (GenBank) ECH2; ECH-domain-containing protei 
fcy:FRACYDRAFT_159957 no KO assigned | (GenBank) DSCYC4a; cyclin-like protein 
fcy:FRACYDRAFT_159998 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_160020 K08794 calcium/calmodulin-dependent protein kinase I [EC:2.7.11.17] | (GenBank) Pkinase-domain-conta 
fcy:FRACYDRAFT_160030 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_160037 K01517 manganese-dependent ADP-ribose/CDP-alcohol diphosphatase [EC:3.6.1.13 3.6.1.16 3.6.1.53] | (G 
fcy:FRACYDRAFT_160061 no KO assigned | (GenBank) Abi-domain-containing protein 
fcy:FRACYDRAFT_160064 no KO assigned | (GenBank) THF_DHG_CYH_C-domain-containing protein 
fcy:FRACYDRAFT_160074 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_160102 K01850 chorismate mutase [EC:5.4.99.5] | (GenBank) chorismate mutase 
fcy:FRACYDRAFT_160126 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_160166 K06632 wee1-like protein kinase [EC:2.7.11.1] | (GenBank) kinase-like protein 
fcy:FRACYDRAFT_160202 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_160225 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_160233 no KO assigned | (GenBank) hypothetical protein 
"fcy:FRACYDRAFT_160241 K15105 solute carrier family 25 (mitochondrial aspartate/glutamate transporter), member 12/13 | (Gen "
fcy:FRACYDRAFT_160336 K17508 protein phosphatase PTC7 [EC:3.1.3.16] | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_160342 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_160351 no KO assigned | (GenBank) Aldo/keto reductase 
fcy:FRACYDRAFT_160407 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_160408 K22736 vacuolar iron transporter family protein | (GenBank) VIT_1; vacuolar Fe2+/Mn2+ uptake transpo 
fcy:FRACYDRAFT_160431 K22766 fidgetin-like protein 1 [EC:3.6.4.-] | (GenBank) AAA-domain-containing protein 
fcy:FRACYDRAFT_160501 no KO assigned | (GenBank) kinase-like protein 
fcy:FRACYDRAFT_160502 no KO assigned | (GenBank) TerC-domain-containing protein 
fcy:FRACYDRAFT_160544 K11279 nucleosome assembly protein 1-like 1 | (GenBank) nucleosome assembly protein 
fcy:FRACYDRAFT_160556 no KO assigned | (GenBank) SIR2-domain-containing protein 
fcy:FRACYDRAFT_160563 no KO assigned | (GenBank) Isochorismatase hydrolase 
fcy:FRACYDRAFT_160610 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_160634 K00477 phytanoyl-CoA hydroxylase [EC:1.14.11.18] | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_160642 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_160645 no KO assigned | (GenBank) hypothetical protein 
fcy:FRACYDRAFT_160665 no KO assigned | (GenBank) Tub-domain-containing protein 
fcy:FRACYDRAFT_160688 K00951 GTP pyrophosphokinase [EC:2.7.6.5] | (GenBank) Nucleotidyltransferase 
fcy:FRACYDRAFT_160710 no KO assigned | (GenBank) DUF285-domain-containing protein 
fcy:FRACYDRAFT_160713 K12870 pre-mRNA-splicing factor ISY1 | (GenBank) Isy1-like splicing factor 
